i0,i1,o0
8,-5.359041690826416,2.640958309173584
-6,0.5404891967773438,-5.459510803222656
1,6.436819076538086,7.436819076538086
-4,-7.806787490844727,-11.806787490844727
-5,5.799012184143066,0.7990121841430664
-6,-9.220245361328125,-15.220245361328125
3,0.7028255462646484,3.7028255462646484
2,-7.260809898376465,-5.260809898376465
5,-2.192411422729492,2.807588577270508
8,-4.771153926849365,3.2288460731506348
1,3.0985870361328125,4.0985870361328125
9,-0.1656045913696289,8.834395408630371
-8,-9.31303882598877,-17.31303882598877
5,1.0559930801391602,6.05599308013916
1,-4.775066375732422,-3.775066375732422
1,-6.398947238922119,-5.398947238922119
-2,-3.7860116958618164,-5.786011695861816
-9,-0.14021968841552734,-9.140219688415527
5,8.731287002563477,13.731287002563477
6,7.840854644775391,13.84085464477539
0,1.9932355880737305,1.9932355880737305
7,-5.21589994430542,1.78410005569458
-3,-5.54693603515625,-8.54693603515625
-1,3.4931259155273438,2.4931259155273438
-4,-3.239954948425293,-7.239954948425293
-7,-3.2187070846557617,-10.218707084655762
10,4.641961097717285,14.641961097717285
-3,7.9203338623046875,4.9203338623046875
-7,7.937892913818359,0.9378929138183594
8,-9.300601959228516,-1.3006019592285156
-1,5.178004264831543,4.178004264831543
-8,8.777311325073242,0.7773113250732422
9,-3.225126266479492,5.774873733520508
-8,7.3959197998046875,-0.6040802001953125
-5,-6.260586738586426,-11.260586738586426
4,-0.8466615676879883,3.1533384323120117
4,9.310606002807617,13.310606002807617
-6,-4.974142074584961,-10.974142074584961
1,-5.206708908081055,-4.206708908081055
-10,-8.127456665039062,-18.127456665039062
3,-2.5430846214294434,0.45691537857055664
0,5.1907548904418945,5.1907548904418945
6,-4.523787498474121,1.476212501525879
2,1.7221155166625977,3.7221155166625977
5,0.880096435546875,5.880096435546875
5,4.193269729614258,9.193269729614258
-5,-3.678530693054199,-8.6785306930542
6,8.720474243164062,14.720474243164062
0,-0.6182231903076172,-0.6182231903076172
-1,-2.7485265731811523,-3.7485265731811523
-6,-8.627237319946289,-14.627237319946289
7,-8.604111671447754,-1.604111671447754
5,3.2210731506347656,8.221073150634766
6,8.659065246582031,14.659065246582031
-3,-5.055034160614014,-8.055034160614014
7,-0.45007801055908203,6.549921989440918
9,5.708179473876953,14.708179473876953
-7,-0.8068456649780273,-7.806845664978027
9,-2.2782301902770996,6.7217698097229
-10,-2.6367177963256836,-12.636717796325684
5,-6.312539577484131,-1.3125395774841309
-10,6.639305114746094,-3.3606948852539062
6,8.80378532409668,14.80378532409668
10,8.886148452758789,18.88614845275879
5,7.201885223388672,12.201885223388672
6,8.236221313476562,14.236221313476562
10,-2.978692054748535,7.021307945251465
-5,-3.9141106605529785,-8.914110660552979
10,-1.9895410537719727,8.010458946228027
2,2.2335195541381836,4.233519554138184
-6,5.655641555786133,-0.3443584442138672
1,8.759988784790039,9.759988784790039
-9,0.4656410217285156,-8.534358978271484
-3,-6.7383623123168945,-9.738362312316895
9,-5.3376665115356445,3.6623334884643555
3,-9.693828582763672,-6.693828582763672
5,-9.06123161315918,-4.06123161315918
9,-8.841461181640625,0.158538818359375
-10,-9.785774230957031,-19.78577423095703
4,6.315948486328125,10.315948486328125
-8,1.7577075958251953,-6.242292404174805
3,9.542915344238281,12.542915344238281
-9,-4.778295516967773,-13.778295516967773
-9,-8.346170425415039,-17.34617042541504
-9,3.7362852096557617,-5.263714790344238
7,6.9995574951171875,13.999557495117188
5,3.7331619262695312,8.733161926269531
10,4.827942848205566,14.827942848205566
10,-5.2424774169921875,4.7575225830078125
-10,-6.248438358306885,-16.248438358306885
-2,1.506587028503418,-0.49341297149658203
2,1.2488555908203125,3.2488555908203125
7,-7.260105609893799,-0.26010560989379883
-2,1.2033233642578125,-0.7966766357421875
0,-0.6341609954833984,-0.6341609954833984
10,9.102060317993164,19.102060317993164
5,-3.040759563446045,1.959240436553955
10,3.288816452026367,13.288816452026367
0,-7.919415473937988,-7.919415473937988
8,5.366934776306152,13.366934776306152
2,2.537321090698242,4.537321090698242
-5,4.124941825866699,-0.8750581741333008
6,9.077856063842773,15.077856063842773
2,4.4462890625,6.4462890625
4,-4.549421310424805,-0.5494213104248047
-3,3.5350589752197266,0.5350589752197266
0,9.73282241821289,9.73282241821289
-2,2.162600517272949,0.16260051727294922
6,-2.5327863693237305,3.4672136306762695
9,-0.38170909881591797,8.618290901184082
7,2.2509803771972656,9.250980377197266
9,-9.754322052001953,-0.7543220520019531
0,-6.207554340362549,-6.207554340362549
